Substance,CAS,URL Link,Uses
N-Nitrosodimethylamine,62-75-9,https://pubchem.ncbi.nlm.nih.gov/compound/62-75-9,N-Nitrosodimethylamine was formerly used in the production of rocket fuels.
p-Nitrosodiphenylamine,156-10-5,https://pubchem.ncbi.nlm.nih.gov/compound/156-10-5,
N-Nitrosodiphenylamine,86-30-6,https://pubchem.ncbi.nlm.nih.gov/compound/86-30-6,
N-Nitrosodi-n-propylamine,621-64-7,https://pubchem.ncbi.nlm.nih.gov/compound/621-64-7,
N-Nitroso-N-ethylurea,759-73-9,https://pubchem.ncbi.nlm.nih.gov/compound/759-73-9,
3-(N-Nitrosomethylamino) propionitrile,,,
4-(N-Nitrosomethylamino)-1-(3-pyridyl)1-butanone,,,
N-Nitrosomethyl-n-butylamine,7068-83-9,https://pubchem.ncbi.nlm.nih.gov/compound/7068-83-9,
N-Nitrosomethyl-n-decylamine,,,
N-Nitrosomethyl-n-dodecylamine,,,
N-Nitrosomethylethylamine,10595-95-6,https://pubchem.ncbi.nlm.nih.gov/compound/10595-95-6,
N-Nitrosomethyl-n-heptylamine,,,
N-Nitrosomethyl-n-hexylamine,,,
N-Nitrosomethyl-n-nonylamine,,,
N-Nitrosomethyl-n-octylamine,,,
N-Nitrosomethyl-n-pentylamine,,,
N-Nitrosomethyl-n-propylamine,924-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/924-46-9,
N-Nitrosomethyl-n-tetradecylamine,,,
N-Nitrosomethyl-n-undecylamine,,,
N-Nitroso-N-methylurea,684-93-5,https://pubchem.ncbi.nlm.nih.gov/compound/684-93-5,N-Nitroso-n-methylurea was used in the past for the laboratory synthesis of diazomethane
N-Nitroso-N-methylurea,684-93-5,https://pubchem.ncbi.nlm.nih.gov/compound/684-93-5,but it has been largely replaced by other reagents.
N-Nitroso-N-methylurea,684-93-5,https://pubchem.ncbi.nlm.nih.gov/compound/684-93-5,N-Nitroso-n-methylurea has been studied in mutagenicity and genetics studies and for use as a cancer chemotherapy agent (alone or in combination with cyclophosphamide).
N-Nitroso-N-methylurethane,615-53-2,https://pubchem.ncbi.nlm.nih.gov/compound/615-53-2,
N-Nitrosomethylvinylamine,,,
N-Nitrosomorpholine,59-89-2,https://pubchem.ncbi.nlm.nih.gov/compound/59-89-2,N-Nitrosomorpholine is not used commercially in the United States.
N-Nitrosonornicotine,16543-55-8,https://pubchem.ncbi.nlm.nih.gov/compound/16543-55-8,
N-Nitrosopiperidine,100-75-4,https://pubchem.ncbi.nlm.nih.gov/compound/100-75-4,
N-Nitrosopyrrolidine,930-55-2,https://pubchem.ncbi.nlm.nih.gov/compound/930-55-2,
N-Nitrososarcosine,,,
o-Nitrotoluene,88-72-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-72-2,
"Nitrous oxide [Basis for listing changed effective November 8, 2013]",,,
Norethisterone (Norethindrone),,,
Norethisterone (Norethindrone),,,
Norethisterone acetate (Norethindrone acetate),,,
Norethisterone (Norethindrone) /Ethinyl estradiol,,,
Norethisterone (Norethindrone) /Mestranol,,,
Norethynodrel,68-23-5,https://pubchem.ncbi.nlm.nih.gov/compound/68-23-5,
Norgestrel,6533-00-2,https://pubchem.ncbi.nlm.nih.gov/compound/6533-00-2,Human drug
,,,
Ochratoxin A,303-47-9,https://pubchem.ncbi.nlm.nih.gov/compound/303-47-9,
Oil Orange SS,,,
"Oral contraceptives, combined",,,
"Oral contraceptives, sequential",,,
Oryzalin,19044-88-3,https://pubchem.ncbi.nlm.nih.gov/compound/19044-88-3,
Oxadiazon,19666-30-9,https://pubchem.ncbi.nlm.nih.gov/compound/19666-30-9,
Oxadiazon,19666-30-9,https://pubchem.ncbi.nlm.nih.gov/compound/19666-30-9,
Oxazepam,604-75-1,https://pubchem.ncbi.nlm.nih.gov/compound/604-75-1,
Oxazepam,604-75-1,https://pubchem.ncbi.nlm.nih.gov/compound/604-75-1,
Oxydemeton methyl,,,
Oxymetholone,434-07-1,https://pubchem.ncbi.nlm.nih.gov/compound/434-07-1,
Oxymetholone,434-07-1,https://pubchem.ncbi.nlm.nih.gov/compound/434-07-1,
Oxytetracycline (internal use),,,
Oxytetracycline hydrochloride (internal use),,,
Oxythioquinox (Chinomethionat),,,
Oxythioquinox (Chinomethionat),,,
,,,
Paclitaxel,33069-62-4,https://pubchem.ncbi.nlm.nih.gov/compound/33069-62-4,Human drug
Palygorskite fibers (> 5mm in length),,,
Panfuran S,,,
Paramethadione,115-67-3,https://pubchem.ncbi.nlm.nih.gov/compound/115-67-3,
Parathion,56-38-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-38-2,Parathion is primarily used as an insecticide on fruit
Parathion,56-38-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-38-2,cotton
Parathion,56-38-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-38-2,wheat
Parathion,56-38-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-38-2,vegetables
Parathion,56-38-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-38-2, nut crops.
Penicillamine,52-67-5,https://pubchem.ncbi.nlm.nih.gov/compound/52-67-5,
pentabromodiphenyl ether mixture [DE-71 (technical grade)],,,
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,Nitrosamines/ethers/alcohols
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,Pesticides (chemicals used for killing pests
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,such as rodents
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,insects
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,or plants)
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,Phenols/phenoxy acids
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,Pentachlorophenol was once one of the most widely used biocides in the United States
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,but it is now a restricted use pesticide and is no longer available to the general public.
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,The principal use for pentachlorophenol is as a wood preservative
Pentachlorophenol,87-86-5,https://pubchem.ncbi.nlm.nih.gov/compound/87-86-5,it is also used for the formulation of fungicidal and insecticidal solutions and for incorporation into other pesticide products.
Pentachlorophenol and by-products of its synthesis (complex mixture),,,
Pentobarbital sodium,,,
Pentosan polysulfate sodium,,,
Pentostatin,53910-25-1,https://pubchem.ncbi.nlm.nih.gov/compound/53910-25-1,
Perfluorooctane sulfonate (PFOS),,,
Perfluorooctanoic acid (PFOA),,,
Pertuzumab,380610-27-5,https://pubchem.ncbi.nlm.nih.gov/compound/380610-27-5,
Phenacemide,63-98-9,https://pubchem.ncbi.nlm.nih.gov/compound/63-98-9,
Phenacetin,62-44-2,https://pubchem.ncbi.nlm.nih.gov/compound/62-44-2,
Phenazopyridine,94-78-0,https://pubchem.ncbi.nlm.nih.gov/compound/94-78-0,
Phenazopyridine hydrochloride,,,
Phenesterin,,,
Phenobarbital,50-06-6,https://pubchem.ncbi.nlm.nih.gov/compound/50-06-6,
Phenolphthalein,77-09-8,https://pubchem.ncbi.nlm.nih.gov/compound/77-09-8,
Phenoxybenzamine,59-96-1,https://pubchem.ncbi.nlm.nih.gov/compound/59-96-1,
Phenoxybenzamine hydrochloride,,,
Phenprocoumon,435-97-2,https://pubchem.ncbi.nlm.nih.gov/compound/435-97-2,
o-Phenylenediamine and its salts,,,
o-Phenylenediamine,95-54-5,https://pubchem.ncbi.nlm.nih.gov/compound/95-54-5,
o-Phenylenediamine dihydochloride,,,
Phenyl glycidyl ether,122-60-1,https://pubchem.ncbi.nlm.nih.gov/compound/122-60-1,Process regulators
Phenyl glycidyl ether,122-60-1,https://pubchem.ncbi.nlm.nih.gov/compound/122-60-1,Process regulators
Phenylhydrazine and its salts,,,
Phenylhydrazine,100-63-0,https://pubchem.ncbi.nlm.nih.gov/compound/100-63-0,
Phenylhydrazine hydrochloride,59-88-1,https://pubchem.ncbi.nlm.nih.gov/compound/59-88-1,
"o-Phenylphenate, sodium",,,
o-Phenylphenol,90-43-7,https://pubchem.ncbi.nlm.nih.gov/compound/90-43-7,
"Phenylphosphine [Basis for listing changed effective June 6, 2014]",,,
"PhiP(2-Amino-1-methyl-6-phenylimidazol[4,5-b]pyridine)",,,
Pimozide,2062-78-4,https://pubchem.ncbi.nlm.nih.gov/compound/2062-78-4,
Pioglitazone,111025-46-8,https://pubchem.ncbi.nlm.nih.gov/compound/111025-46-8,Human drug
Pipobroman,54-91-1,https://pubchem.ncbi.nlm.nih.gov/compound/54-91-1,
Pirimicarb,23103-98-2,https://pubchem.ncbi.nlm.nih.gov/compound/23103-98-2,
Plicamycin,18378-89-7,https://pubchem.ncbi.nlm.nih.gov/compound/18378-89-7,
Polybrominated biphenyls,,,
Polybrominated biphenyls,,,
Polychlorinated biphenyls,,,
Polychlorinated biphenyls,,,
Polychlorinated biphenyls (containing 60 or more percent chlorine by molecular weight),,,
Polychlorinated dibenzo-p-dioxins,,,
Polychlorinated dibenzofurans,,,
Polygeenan,,,
Ponceau MX,,,
Ponceau 3R,9/8/64,https://pubchem.ncbi.nlm.nih.gov/compound/3564-09-8,
Potassium bromate,1/2/58,https://pubchem.ncbi.nlm.nih.gov/compound/7758-01-2,
Potassium dimethyldithiocarbamate,,,
Pravastatin sodium,,,
Prednisolone sodium phosphate,125-02-0,https://pubchem.ncbi.nlm.nih.gov/compound/125-02-0,Human drug
Primidone,125-33-7,https://pubchem.ncbi.nlm.nih.gov/compound/125-33-7,
Procarbazine,671-16-9,https://pubchem.ncbi.nlm.nih.gov/compound/671-16-9,
Procarbazine hydrochloride,,,
Procarbazine hydrochloride,,,
Procymidone,32809-16-8,https://pubchem.ncbi.nlm.nih.gov/compound/32809-16-8,
Progesterone,57-83-0,https://pubchem.ncbi.nlm.nih.gov/compound/57-83-0,Human drug
Pronamide,23950-58-5,https://pubchem.ncbi.nlm.nih.gov/compound/23950-58-5,
Propachlor,1918-16-7,https://pubchem.ncbi.nlm.nih.gov/compound/1918-16-7,
"1,3-Propane sultone",1120-71-4,https://pubchem.ncbi.nlm.nih.gov/compound/1120-71-4,"1,3-Propane sultone is used as a chemical intermediate to introduce sulfopropyl groups into molecules and to confer water solubility and anionic character."
Propargite,2312-35-8,https://pubchem.ncbi.nlm.nih.gov/compound/2312-35-8,
Propargite,2312-35-8,https://pubchem.ncbi.nlm.nih.gov/compound/2312-35-8,
Propazine,139-40-2,https://pubchem.ncbi.nlm.nih.gov/compound/139-40-2,
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,beta-Propiolactone is used for vaccines
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,tissue grafts
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,surgical instruments
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8, enzymes
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,as a sterilant of blood plasma
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,water
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,milk
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8, nutrient broth
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8, as a vapor-phase disinfectant in enclosed spaces
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,Its sporicidal action is used against vegetative bacteria
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,pathologic fungi
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8, viruses.
beta-Propiolactone,57-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/57-57-8,beta-Propiolactone is also used as a chemical intermediate.
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,Propoxur is a nonfood carbamate insecticide
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,marketed under the registered trademark name Baygon
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,It is used to control cockroaches
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,flies
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,mosquitoes
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1, lawn and turf insects.
Propoxur,114-26-1,https://pubchem.ncbi.nlm.nih.gov/compound/114-26-1,Propoxur has been used in malaria control activities and in flea collars for pets.
Propylene glycol mono-t-butyl ether,,,
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,The major use of propylene oxide is in the production of polyethers (the primary component of polyurethane foams) and propylene glycol.
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Propylene oxide is also used in the fumigation of foodstuffs and plastic medical instruments and in the manufacture of dipropylene glycol and glycol ethers
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,as herbicides
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,as solvents
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9, in the preparation of lubricants
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,surfactants
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9, oil demulsifiers.
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Adhesives and sealant chemicals
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Flame retardants
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Fuels and fuel additives
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Functional fluids (closed systems)
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Functional fluids (open systems)
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Surface active agents
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Viscosity adjustors
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Anti-Freeze and De-icing Products
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Fuels and Related Products
Propylene oxide,75-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/75-56-9,Laundry and Dishwashing Products
Propylthiouracil,51-52-5,https://pubchem.ncbi.nlm.nih.gov/compound/51-52-5,
Propylthiouracil,51-52-5,https://pubchem.ncbi.nlm.nih.gov/compound/51-52-5,
Pulegone,89-82-7,https://pubchem.ncbi.nlm.nih.gov/compound/89-82-7,
Pymetrozine,123312-89-0,https://pubchem.ncbi.nlm.nih.gov/compound/123312-89-0,
Pyridine,110-86-1,https://pubchem.ncbi.nlm.nih.gov/compound/110-86-1,Benzidines/Aromatic amines
Pyridine,110-86-1,https://pubchem.ncbi.nlm.nih.gov/compound/110-86-1,Solvents (which become part of product formulation or mixture)
Pyrimethamine,58-14-0,https://pubchem.ncbi.nlm.nih.gov/compound/58-14-0,
Quazepam,36735-22-5,https://pubchem.ncbi.nlm.nih.gov/compound/36735-22-5,
Quinoline and its strong acid salts,,,
Quizalofop-ethyl,76578-14-8,https://pubchem.ncbi.nlm.nih.gov/compound/76578-14-8,
Radionuclides,,,
Reserpine,50-55-5,https://pubchem.ncbi.nlm.nih.gov/compound/50-55-5,Fuels and fuel additives
Reserpine,50-55-5,https://pubchem.ncbi.nlm.nih.gov/compound/50-55-5,Fuels and Related Products
Residual (heavy) fuel oils,,,
Resmethrin,10453-86-8,https://pubchem.ncbi.nlm.nih.gov/compound/10453-86-8,
Resmethrin,10453-86-8,https://pubchem.ncbi.nlm.nih.gov/compound/10453-86-8,
"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents. (NOTE: Retinol/retinyl esters are required and essential for maintenance of normal reproductive function. The recommended daily level during pregnancy is 8,000 IU.)",,,
Ribavirin,36791-04-5,https://pubchem.ncbi.nlm.nih.gov/compound/36791-04-5,Human drug
Ribavirin,36791-04-5,https://pubchem.ncbi.nlm.nih.gov/compound/36791-04-5,Human drug
Riddelliine,23246-96-0,https://pubchem.ncbi.nlm.nih.gov/compound/23246-96-0,
Rifampin,,,
Safrole,94-59-7,https://pubchem.ncbi.nlm.nih.gov/compound/94-59-7,
"Salted fish, Chinese-style",,,
Secobarbital sodium,,,
Sedaxane,874967-67-6,https://pubchem.ncbi.nlm.nih.gov/compound/874967-67-6,
Selenium sulfide,,,
Sermorelin acetate,,,
Shale-oils,,,
"Silica, crystalline (airborne particles of respirable size)",,,
Simazine,122-34-9,https://pubchem.ncbi.nlm.nih.gov/compound/122-34-9,
Sodium dimethyldithiocarbamate,,,
Sodium fluoroacetate,62-74-8,https://pubchem.ncbi.nlm.nih.gov/compound/62-74-8,
"Soots, tars, and mineral oils (untreated and mildly treated oils and used engine oils)",,,
Spirodiclofen,148477-71-8,https://pubchem.ncbi.nlm.nih.gov/compound/148477-71-8,
Spironolactone,52-01-7,https://pubchem.ncbi.nlm.nih.gov/compound/52-01-7,Veterinary drug
Stanozolol,10418-03-8,https://pubchem.ncbi.nlm.nih.gov/compound/10418-03-8,
Sterigmatocystin,10048-13-2,https://pubchem.ncbi.nlm.nih.gov/compound/10048-13-2,
Streptomycin sulfate,3810-74-0,https://pubchem.ncbi.nlm.nih.gov/compound/3810-74-0,
Streptozocin (streptozotocin),,,
Streptozotocin (streptozocin),,,
Strong inorganic acid mists containing sulfuric acid,,,
Styrene,100-42-5,https://pubchem.ncbi.nlm.nih.gov/compound/100-42-5,
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,Styrene oxide is used as a reactive plasticizer or diluent for epoxy resins
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,in the production of styrene glycol and its derivatives
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,as a raw material for the production of phenethyl alcohol used in perfumes
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,as a chemical intermediate for cosmetics
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,surface coatings
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3, agricultural and biological chemicals
Styrene oxide,96-09-3,https://pubchem.ncbi.nlm.nih.gov/compound/96-09-3,and in the treatment of fibers and textiles.
Sulfallate,95-06-7,https://pubchem.ncbi.nlm.nih.gov/compound/95-06-7,
Sulfasalazine (Salicylazosulfapyridine),,,
Sulfasalazine (Salicylazosulfapyridine),,,
Sulfur dioxidee,,,
Sulindac,38194-50-2,https://pubchem.ncbi.nlm.nih.gov/compound/38194-50-2,
Talc containing asbestiform fibers,,,
Tamoxifen and its salts,,,
Tamoxifen citrate,,,
Temazepam,846-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/846-50-4,
Teniposide,29767-20-2,https://pubchem.ncbi.nlm.nih.gov/compound/29767-20-2,
Terbacil,5902-51-2,https://pubchem.ncbi.nlm.nih.gov/compound/5902-51-2,
Teriparatide,52232-67-4,https://pubchem.ncbi.nlm.nih.gov/compound/52232-67-4,
Terrazole,2593-15-9,https://pubchem.ncbi.nlm.nih.gov/compound/2593-15-9,
Testosterone and its esters,,,
Testosterone cypionate,58-20-8,https://pubchem.ncbi.nlm.nih.gov/compound/58-20-8,
Testosterone enanthate,315-37-7,https://pubchem.ncbi.nlm.nih.gov/compound/315-37-7,
Tetrabromobisphenol A,79-94-7,https://pubchem.ncbi.nlm.nih.gov/compound/79-94-7,Flame retardants
Tetrabromobisphenol A,79-94-7,https://pubchem.ncbi.nlm.nih.gov/compound/79-94-7,Electrical and Electronic Products
Tetrabromobisphenol A,79-94-7,https://pubchem.ncbi.nlm.nih.gov/compound/79-94-7,Plastic and Rubber Products not covered elsewhere
"3,3',4,4'-Tetrachloroazobenzene",,,
"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)",,,
"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)",,,
"1,1,1,2-Tetrachloroethane",630-20-6,https://pubchem.ncbi.nlm.nih.gov/compound/630-20-6,
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,Volatile organic compounds
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,"The production of 1,1,2,2-tetrachloroethane as an end-product has decreased significantly in the United States."
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,In the past
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,"1,1,2,2-tetrachloroethane was used in large amounts to produce trichloroethylene"
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,tetrachloroethylene
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5," 1,2,-dichloroethylene."
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,It was also used as a solvent
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,in cleaning and degreasing metals
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,in paint removers
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,varnishes and lacquers
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,in photographic films
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5,as an extractant for oils and fats
"1,1,2,2-Tetrachloroethane",79-34-5,https://pubchem.ncbi.nlm.nih.gov/compound/79-34-5, in pesticides.
Tetrachloroethylene (Perchloroethylene),,,
"p-a,a,a-Tetrachlorotoluene",,,
Tetrachlorvinphos,22248-79-9,https://pubchem.ncbi.nlm.nih.gov/compound/22248-79-9,
Tetracycline (internal use),,,
Tetracyclines (internal use),,,
Tetracycline hydrochloride (internal use),,,
Tetrafluoroethylene,116-14-3,https://pubchem.ncbi.nlm.nih.gov/compound/116-14-3,
Tetranitromethane,509-14-8,https://pubchem.ncbi.nlm.nih.gov/compound/509-14-8,
Thalidomide,50-35-1,https://pubchem.ncbi.nlm.nih.gov/compound/50-35-1,Human drug
Thioacetamide,62-55-5,https://pubchem.ncbi.nlm.nih.gov/compound/62-55-5,
"4,4'-Thiodianiline",139-65-1,https://pubchem.ncbi.nlm.nih.gov/compound/139-65-1,
Thiodicarb,,,
Thioguanine,,,
Thiophanate methyl,,,
Thiouracil,141-90-2,https://pubchem.ncbi.nlm.nih.gov/compound/141-90-2,
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Finishing agents
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Photosensitive chemicals
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Plating agents and surface treating agents
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Processing aids
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,specific to petroleum production
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Paints and Coatings
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Photographic Supplies
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6,Film
Thiourea,62-56-6,https://pubchem.ncbi.nlm.nih.gov/compound/62-56-6, Photochemicals
Thorium dioxide,1314-20-1,https://pubchem.ncbi.nlm.nih.gov/compound/1314-20-1,
"Titanium dioxide (airborne, unbound particles of respirable size)",,,
"Tobacco, oral use of smokeless products",,,
Tobacco smoke,,,
Tobacco smoke (primary),,,
Tobramycin sulfate,,,
Toluene,108-88-3,https://pubchem.ncbi.nlm.nih.gov/compound/108-88-3,
Toluene diisocyanate,584-84-9,https://pubchem.ncbi.nlm.nih.gov/compound/584-84-9,"2,4-Toluene diisocyanate is used as a chemical intermediate in the production of polyurethane products such as foams"
Toluene diisocyanate,584-84-9,https://pubchem.ncbi.nlm.nih.gov/compound/584-84-9,coatings
Toluene diisocyanate,584-84-9,https://pubchem.ncbi.nlm.nih.gov/compound/584-84-9, elastomers.
Toluene diisocyanate,584-84-9,https://pubchem.ncbi.nlm.nih.gov/compound/584-84-9,Adhesives and sealant chemicals
Toluene diisocyanate,584-84-9,https://pubchem.ncbi.nlm.nih.gov/compound/584-84-9,Paints and Coatings
o-Toluidine,95-53-4,https://pubchem.ncbi.nlm.nih.gov/compound/95-53-4,
o-Toluidine hydrochloride,636-21-5,https://pubchem.ncbi.nlm.nih.gov/compound/636-21-5,
Topiramate,97240-79-4,https://pubchem.ncbi.nlm.nih.gov/compound/97240-79-4,Human drug
Toxaphene (Polychlorinated camphenes),,,
Toxins derived from Fusarium moniliforme (Fusarium verticillioides),,,
Treosulfan,299-75-2,https://pubchem.ncbi.nlm.nih.gov/compound/299-75-2,Human drug
Triadimefon,43121-43-3,https://pubchem.ncbi.nlm.nih.gov/compound/43121-43-3,
Triamterene,396-01-0,https://pubchem.ncbi.nlm.nih.gov/compound/396-01-0,
Triazolam,28911-01-5,https://pubchem.ncbi.nlm.nih.gov/compound/28911-01-5,
"S,S,S-Tributyl phosphorotrithioate (Tribufos, DEF)",,,
Tributyltin methacrylate,,,
Trichlormethine (Trimustine hydrochloride),,,
Trichloroacetic acid,76-03-9,https://pubchem.ncbi.nlm.nih.gov/compound/76-03-9,
Trichloroethylene,79-01-6,https://pubchem.ncbi.nlm.nih.gov/compound/79-01-6,
Trichloroethylene,79-01-6,https://pubchem.ncbi.nlm.nih.gov/compound/79-01-6,
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,"2,4,6-Trichlorophenol is no longer used in the United States"
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,It was previously used as an antiseptic
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,a pesticide for wood
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,leather
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2, glue preservation
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,and as an anti-mildew treatment
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,It was also used in the manufacture of other chemicals.
